Company,Ticker,Market Cap,Price,Daily Change (%),Country
Morphosys,MOR,490000000.0,3.6,11.11,Germany
8x8,EGHT,490000000.0,4.4,6.02,USA
Akouos,AKUS,490000000.0,13.29,0.0,USA
RADA Electronic Industries,RADA,490000000.0,9.87,0.0,Israel
Lightwave Logic,LWLG,480000000.0,4.34,5.08,USA
Synlait Milk,SML.NZ,480000000.0,2.24,0.57,New Zealand
Mishra Dhatu Nigam,MIDHANI.NS,480000000.0,2.61,0.42,India
Greene County Bancorp,GCBC,480000000.0,57.47,2.77,USA
Olectra Greentech,OLECTRA.NS,480000000.0,5.96,0.14,India
Bafang Yunji,2753.TW,480000000.0,7.38,7.08,Taiwan
Havertys,HVT,480000000.0,30.18,2.06,USA
Playstudios,MYPS,480000000.0,3.76,5.32,USA
Newegg,NEGG,480000000.0,1.3,11.11,USA
Calliditas Therapeutics,CALT,480000000.0,18.31,11.44,Sweden
Donegal Group,DGICA,480000000.0,14.48,0.35,USA
Artivion,AORT,480000000.0,12.06,4.33,USA
Reliance Infrastructure,RELINFRA.NS,480000000.0,1.69,2.91,India
Babcock & Wilcox,BW,480000000.0,5.48,6.41,USA
2U,TWOU,480000000.0,6.2,5.98,USA
Novonix,NVX,480000000.0,3.99,0.0,Australia
Amarin Corporation,AMRN,480000000.0,1.2,4.35,Ireland
Vaalco Energy,EGY,480000000.0,4.47,1.82,USA
National Presto Industries,NPK,480000000.0,68.61,2.05,USA
Sundial Growers,SNDL,480000000.0,2.05,3.02,Canada
GH Research,GHRS,480000000.0,9.3,1.69,Ireland
Bridgewater Bancshares,BWB,480000000.0,17.53,1.33,USA
Butterfly Network,BFLY,480000000.0,2.41,6.17,USA
Safari Industries India,SAFARI.NS,480000000.0,20.35,1.59,India
Bar Harbor Bankshares,BHB,480000000.0,32.05,1.75,USA
EHang Holdings,EH,480000000.0,8.42,18.59,China
HEG,HEG.NS,480000000.0,12.5,0.33,India
Broadmark Realty Capital,BRMK,480000000.0,3.63,3.27,USA
Tsakos Energy Navigation,TNP,480000000.0,16.83,1.08,Greece
Covenant Logistics,CVLG,480000000.0,35.7,1.33,USA
Mail.ru Group,RL9A.F,480000000.0,2.13,0.0,Cyprus
Kezar Life Sciences,KZR,480000000.0,7.03,6.52,USA
South Indian Bank,SOUTHBANK.NS,480000000.0,0.23,5.26,India
Whitestone REIT,WSR,470000000.0,9.56,1.81,USA
Orion Office REIT,ONL,470000000.0,8.47,1.68,USA
Centrus Energy,LEU,470000000.0,32.93,6.33,USA
Trustpilot Group,TRST.L,470000000.0,1.12,3.8,Denmark
AlloVir,ALVR,470000000.0,5.12,8.94,USA
SurModics,SRDX,470000000.0,33.68,6.31,USA
Bluegreen Vacations,BVH,470000000.0,24.7,2.49,USA
Schneider Electric Infrastructure,SCHNEIDER.NS,470000000.0,1.98,2.69,India
Ardelyx,ARDX,470000000.0,2.53,0.8,USA
Agora.io,API,470000000.0,4.09,4.07,China
Vertex Energy,VTNR,470000000.0,6.26,4.16,USA
The RMR Group,RMR,470000000.0,28.48,1.42,USA
Value Line,VALU,470000000.0,49.96,0.1,USA
Tremor International,TRMR,470000000.0,6.55,3.31,Israel
One Liberty Properties,OLP,470000000.0,22.39,2.57,USA
Five Star Bancorp,FSBC,470000000.0,27.32,0.07,USA
Seneca Foods,SENEA,470000000.0,61.84,0.67,USA
Ranpak,PACK,460000000.0,5.72,2.33,USA
Phathom Pharmaceuticals,PHAT,460000000.0,11.27,10.93,USA
Gateway Distriparks,GDL.NS,460000000.0,3.76,1.98,India
Oil States International,OIS,460000000.0,7.34,4.26,USA
Oppenheimer Holdings,OPY,460000000.0,42.71,0.26,USA
ALX Oncology,ALXO,460000000.0,11.46,2.78,USA
ElringKlinger,ZIL2.DE,460000000.0,7.37,0.58,Germany
Lion Electric,LEV,460000000.0,2.08,4.52,Canada
National Fertilizers,NFL.NS,460000000.0,0.95,3.64,India
Ribbon Communications,RBBN,460000000.0,2.76,6.98,USA
Arqit Quantum,ARQQ,460000000.0,3.6,5.26,UK
America's Car-Mart,CRMT,460000000.0,72.85,3.98,USA
Microvast,MVST,460000000.0,1.5,6.38,USA
Amryt Pharma,AMYT,460000000.0,7.25,0.42,UK
EZCorp,EZPW,460000000.0,8.23,1.35,USA
Redfin,RDFN,460000000.0,4.26,12.7,USA
Kura Sushi USA,KRUS,460000000.0,47.28,0.7,USA
Alerus Financial,ALRS,460000000.0,23.14,1.49,USA
SmartRent,SMRT,460000000.0,2.33,2.64,USA
MasterCraft Boat,MCFT,460000000.0,25.95,2.37,USA
Arcturus Therapeutics,ARCT,460000000.0,17.35,6.83,USA
Qingci Games,6633.HK,460000000.0,0.67,5.92,China
Frontier Developments,FDEV.L,450000000.0,11.67,1.73,UK
Nazara Technologies,NAZARA.NS,450000000.0,6.97,0.87,India
IBEX,IBEX,450000000.0,25.07,2.24,USA
Sohu.com,SOHU,450000000.0,13.55,1.8,China
Barbeque Nation Hospitality ,BARBEQUE.NS,450000000.0,11.72,0.17,India
EverQuote,EVER,450000000.0,14.2,1.43,USA
Lilium,LILM,450000000.0,1.16,3.57,Germany
Restaurant Brands New Zealand,RBD.NZ,450000000.0,3.65,0.86,New Zealand
OneWater Marine,ONEW,450000000.0,28.94,1.47,USA
Indoco Remedies,INDOCO.NS,450000000.0,4.93,4.66,India
GuangZhou Wahlap Technology,301011.SZ,450000000.0,4.0,3.79,China
ACM Research,ACMR,450000000.0,7.58,7.06,USA
Sutro Biopharma,STRO,450000000.0,7.84,9.96,USA
Clover Health Investments,CLOV,450000000.0,0.93,6.26,USA
Patriot Battery Metals,PMET.V,440000000.0,4.97,2.89,Canada
Poseida Therapeutics,PSTX,440000000.0,5.23,2.85,USA
nLIGHT,LASR,440000000.0,9.92,5.42,USA
Inogen,INGN,440000000.0,19.6,2.4,USA
Marcus Corporation,MCS,440000000.0,14.25,2.67,USA
Albireo Pharma,ALBO,440000000.0,21.66,9.89,USA
JTEKT India,JTEKTINDIA.NS,440000000.0,1.83,5.02,India
Tetra Technologies,TTI,440000000.0,3.48,4.19,USA
Eagle Point Credit Company,ECC,440000000.0,10.23,1.49,USA
Nine Energy Service,NINE,440000000.0,13.41,8.76,USA
IGG Inc,0799.HK,440000000.0,0.37,4.32,Singapore
Hudson Technologies,HDSN,440000000.0,9.87,0.2,USA
Teekay,TK,440000000.0,4.43,2.78,Canada
Anant Raj,ANANTRAJ.NS,440000000.0,1.37,7.74,India
Entrada Therapeutics,TRDA,440000000.0,14.12,4.28,USA
Archer Aviation,ACHR,440000000.0,1.82,2.82,USA
Vor Biopharma,VOR,440000000.0,6.74,1.51,USA
Invitae,NVTA,440000000.0,1.82,4.6,USA
SI-BONE,SIBN,440000000.0,12.8,4.58,USA
Borussia Dortmund,BVB.F,440000000.0,3.95,0.43,Germany
Gevo,GEVO,440000000.0,1.86,11.38,USA
IFB Industries,IFBIND.NS,440000000.0,10.88,1.45,India
The Children's Place,PLCE,440000000.0,36.04,1.44,USA
Taseko Mines,TGB,440000000.0,1.51,5.59,Canada
Harrow Health,HROW,440000000.0,14.78,7.41,USA
Vigil Neuroscience,VIGL,440000000.0,12.37,3.34,USA
Mitek Systems,MITK,440000000.0,9.85,2.82,USA
Consolidated Communications,CNSL,430000000.0,3.81,4.1,USA
Mahindra Logistics,MAHLOG.NS,430000000.0,6.09,1.02,India
Mullen Automotive,MULN,430000000.0,0.26,24.38,USA
Dutch Lady Milk Industries,3026.KL,430000000.0,6.84,0.0,Malaysia
Gorilla Technology,GRRR,430000000.0,5.99,6.7,Taiwan
Bionano Genomics,BNGO,430000000.0,1.47,5.38,USA
Purple Innovation,PRPL,430000000.0,4.75,1.28,USA
Action Construction Equipment,ACE.NS,430000000.0,3.66,1.49,India
DouYu,DOYU,430000000.0,1.37,4.58,China
Axogen,AXGN,430000000.0,10.22,4.29,USA
Esperion Therapeutics,ESPR,430000000.0,5.86,0.68,USA
Enterprise Bancorp,EBTC,430000000.0,35.55,0.74,USA
Pearl Abyss,263750.KQ,430000000.0,33.07,2.44,S. Korea
Gladstone Investment,GAIN,430000000.0,12.94,1.81,USA
Ituran,ITRN,420000000.0,21.21,0.81,Israel
Mesoblast,MESO,420000000.0,2.86,0.0,Australia
Hyster-Yale Materials Handling,HY,420000000.0,25.35,2.76,USA
Desktop Metal,DM,420000000.0,1.35,14.41,USA
Biglari,BH,420000000.0,138.17,0.02,USA
Anika Therapeutics,ANIK,420000000.0,29.28,2.63,USA
American Realty Investors,ARL,420000000.0,26.46,1.6,USA
Veru,VERU,420000000.0,5.29,5.59,USA
Atai Life Sciences,ATAI,420000000.0,2.57,7.98,Germany
Avadel Pharmaceuticals,AVDL,420000000.0,6.9,4.55,Ireland
Southern Missouri Bancorp,SMBC,420000000.0,46.17,2.15,USA
The Tinplate Company Of India ,TINPLATE.NS,420000000.0,4.06,1.4,India
Zumiez,ZUMZ,420000000.0,21.84,2.97,USA
Civeo,CVEO,420000000.0,31.03,0.13,USA
Big Lots,BIG,420000000.0,14.67,2.66,USA
Jindal Poly Films,JINDALPOLY.NS,420000000.0,9.67,0.52,India
Evolus,EOLS,420000000.0,7.51,9.48,USA
Canoo,GOEV,420000000.0,1.22,14.02,USA
Ring Energy,REI,420000000.0,2.41,2.99,USA
Hyliion,HYLN,410000000.0,2.33,4.95,USA
Similarweb,SMWB,410000000.0,5.5,8.27,Israel
Liquidia Technologies,LQDA,410000000.0,6.48,4.85,USA
Astec Lifesciences,ASTEC.NS,410000000.0,21.31,2.27,India
Paisalo Digital,PAISALO.NS,410000000.0,0.92,0.26,India
OPTiM,3694.T,410000000.0,7.57,2.22,Japan
West Coast Paper Mills,WSTCSTPAPR.NS,410000000.0,6.31,3.13,India
Scholar Rock Holding,SRRK,410000000.0,8.07,3.59,USA
Hyzon Motors,HYZN,410000000.0,1.67,19.29,USA
Powell Industries,POWL,410000000.0,35.2,2.62,USA
Guaranty Bancshares,GNTY,410000000.0,34.85,0.69,USA
Aldeyra Therapeutics,ALDX,410000000.0,7.09,7.1,USA
Apollo Endosurgery,APEN,410000000.0,9.95,0.1,USA
Nektar Therapeutics,NKTR,410000000.0,2.2,6.28,USA
Vanda Pharmaceuticals,VNDA,410000000.0,7.3,6.26,USA
World Acceptance Corporation,WRLD,410000000.0,65.99,7.37,USA
Nuvation Bio,NUVB,410000000.0,1.89,8.0,USA
Preformed Line Products,PLPC,410000000.0,83.84,4.66,USA
Tallink Grupp,T5N.F,410000000.0,0.54,0.58,Estonia
Dish TV,DISHTV.NS,410000000.0,0.22,0.54,India
Solid Power,SLDP,410000000.0,2.34,3.08,USA
Destination XL,DXLG,410000000.0,6.58,2.97,USA
Alta Equipment Group,ALTG,410000000.0,12.76,1.92,USA
DoubleDown Interactive,DDI,410000000.0,8.29,7.89,USA
Orpea,ORP.PA,410000000.0,6.34,2.27,France
Wemade,112040.KQ,400000000.0,24.87,3.81,S. Korea
Grupo Supervielle,SUPV,400000000.0,2.16,1.89,Argentina
Carriage Services,CSV,400000000.0,27.63,1.58,USA
Bel Fuse,BELFB,400000000.0,32.44,1.95,USA
Sorrento Therapeutics,SRNE,400000000.0,0.86,11.54,USA
ON24,ONTF,400000000.0,8.44,5.11,USA
Beazer Homes USA,BZH,400000000.0,12.9,4.79,USA
Newtek,NEWT,400000000.0,16.55,2.03,USA
Magnachip,MX,400000000.0,9.14,4.58,Luxembourg
TPI Composites,TPIC,400000000.0,9.61,8.59,USA
Smith & Wesson,SWBI,400000000.0,8.78,3.17,USA
International General Insurance,IGIC,400000000.0,8.15,1.12,Jordan
Skeena Resources,SKE,400000000.0,5.27,2.73,Canada
Avon Protection,AVON.L,400000000.0,13.25,0.55,UK
NIU,NIU,400000000.0,5.21,11.56,China
AGC Networks,AGCNET.NS,400000000.0,12.11,0.0,India
Global Cord Blood,CO,400000000.0,2.99,0.0,Hong Kong
Orchid Island Capital,ORC,390000000.0,10.72,3.08,USA
MOIL,MOIL.NS,390000000.0,1.96,1.37,India
Marine Products Corporation,MPX,390000000.0,11.66,3.19,USA
Gamania Digital,6180.TWO,390000000.0,2.27,3.56,Taiwan
Marathon Digital Holdings,MARA,390000000.0,3.41,8.43,USA
DZS Inc,DZSI,390000000.0,12.92,3.19,USA
Mammoth Energy Services,TUSK,390000000.0,8.42,8.51,USA
Priority Technology Holdings,PRTH,390000000.0,5.23,0.77,USA
ShotSpotter,SSTI,390000000.0,32.59,6.82,USA
CECO Environmental,CECO,390000000.0,11.59,0.61,USA
Orthofix Medical,OFIX,390000000.0,19.83,3.01,USA
PMV Pharmaceuticals,PMVP,390000000.0,8.66,4.97,USA
Vesuvius India,VESUVIUS.NS,390000000.0,19.42,1.49,India
GreenTree Hospitality,GHG,390000000.0,3.82,2.96,China
Icelandair,ICEAIR.IC,390000000.0,0.01,2.01,Iceland
Archosaur Games,9990.HK,390000000.0,0.49,1.32,China
Computer Programs and Systems,CPSI,390000000.0,27.04,1.88,USA
Tutor Perini,TPC,390000000.0,7.62,1.74,USA
Dynamic Materials Corporation,BOOM,390000000.0,20.07,8.08,USA
Bank Mayapada Internasional,MAYA.JK,390000000.0,0.03,0.95,Indonesia
Great Lakes Dredge & Dock Corp.,GLDD,390000000.0,5.92,4.41,USA
Meta Materials,MMAT,390000000.0,1.08,6.09,Canada
Bahnhof AB,3B7.F,390000000.0,3.51,0.46,Sweden
American National Bank & Trust Company,AMNB,390000000.0,36.82,1.02,USA
GAMCO Investors,GAMI,390000000.0,15.1,1.21,USA
Phnom Penh Autonomous Port,PPAP.KH,390000000.0,3.41,0.14,Cambodia
Lindblad Expeditions,LIND,390000000.0,7.34,7.0,USA
Huuuge,HUG.WA,380000000.0,4.95,1.45,USA
Tarsus Pharmaceuticals,TARS,380000000.0,14.6,3.4,USA
Atea Pharmaceuticals,AVIR,380000000.0,4.67,7.36,USA
Marimekko,MEKKO.HE,380000000.0,9.58,1.7,Finland
TH International (Tims China),THCH,380000000.0,2.6,20.0,China
TCNS Clothing,TCNSBRANDS.NS,380000000.0,6.27,0.69,India
Kewal Kiran Clothing,KKCL.NS,380000000.0,6.26,1.62,India
Professional Holding,PFHD,380000000.0,28.05,1.56,USA
PREOS Real Estate,PAG.F,380000000.0,3.41,6.67,Germany
Entravision Communications,EVC,380000000.0,4.77,2.36,USA
CareMax,CMAX,380000000.0,3.49,4.18,USA
Intrepid Potash,IPI,380000000.0,28.68,2.43,USA
Microvision,MVIS,380000000.0,2.33,6.39,USA
Newpark Resources,NR,380000000.0,4.11,6.48,USA
Cerberus Cyber Sentinel,CISO,380000000.0,2.64,0.75,USA
Ramaco Resources,METC,380000000.0,8.75,1.98,USA
TuSimple,TSP,380000000.0,1.71,10.32,USA
Eneti,NETI,380000000.0,10.01,2.35,Monaco
CapStar Financial,CSTR,380000000.0,17.56,0.28,USA
Trinity Capital,TRIN,380000000.0,10.94,1.96,USA
Hawesko,HAW.DE,380000000.0,42.68,0.5,Germany
Reservoir Media,RSVR,380000000.0,5.94,6.64,USA
Ottakringer Getränke,OTS.VI,380000000.0,170.74,0.0,Austria
Strides Pharma,STAR.NS,380000000.0,4.23,1.03,India
Latham Group,SWIM,380000000.0,3.26,3.49,USA
Inovio Pharmaceuticals,INO,380000000.0,1.53,7.75,USA
Energy Vault,NRGV,380000000.0,2.75,7.84,USA
Atlanticus,ATLC,380000000.0,26.31,4.99,USA
Zur Rose Group,ROSE.SW,370000000.0,28.16,1.81,Switzerland
Transcontinental Realty Investors,TCI,370000000.0,43.88,0.41,USA
Pharvaris,PHVS,370000000.0,11.18,0.18,Netherlands
TerrAscend,TRSSF,370000000.0,1.08,5.88,Canada
El Pollo Loco,LOCO,370000000.0,10.19,2.31,USA
HomeTrust Bancshares,HTBI,370000000.0,24.15,0.62,USA
Eagle Pharmaceuticals,EGRX,370000000.0,28.98,2.62,USA
Farmers & Merchants Bancorp,FMAO,370000000.0,27.67,3.32,USA
Telesat,TSAT,370000000.0,7.27,3.86,Canada
Webzen,069080.KQ,370000000.0,12.02,2.69,S. Korea
374Water,SCWO,370000000.0,2.97,1.02,USA
Olympic Steel,ZEUS,370000000.0,33.78,1.99,USA
Chennai Petroleum,CHENNPETRO.NS,370000000.0,2.51,1.74,India
Hathway,HATHWAY.NS,370000000.0,0.21,1.74,India
Aura Biosciences,AURA,370000000.0,10.36,5.07,USA
PennantPark Investment,PNNT,370000000.0,5.72,2.14,USA
Macatawa Bank,MCBC,370000000.0,10.89,0.93,USA
BRT Apartments,BRT,370000000.0,19.67,1.92,USA
CS Disco,LAW,370000000.0,6.31,7.13,USA
Financial Institutions,FISI,370000000.0,24.28,1.51,USA
Penseco Financial Services,PFIS,370000000.0,51.89,2.15,USA
Tata Steel Long Products,TATASTLLP.NS,370000000.0,8.21,1.81,India
Sanara MedTech,SMTI,370000000.0,44.7,1.59,USA
India Tourism Development Corp,ITDC.NS,370000000.0,4.32,2.01,India
1-800-PetMeds,PETS,370000000.0,17.59,2.51,USA
Bright Health,BHG,360000000.0,0.59,11.89,USA
Southern First Bancshares,SFST,360000000.0,46.15,0.94,USA
Regal Hotels International,0078.HK,360000000.0,0.41,0.0,Hong Kong
Hailiang Education,HLG,360000000.0,14.3,0.0,China
NanoString Technologies,NSTG,360000000.0,7.9,14.66,USA
PDS Biotechnology,PDSB,360000000.0,12.92,13.33,USA
Daily Journal,DJCO,360000000.0,267.2,2.59,USA
Luxfer,LXFR,360000000.0,13.51,3.52,UK
Nano-X Imaging,NNOX,360000000.0,7.03,7.0,Israel
AO World,AO.L,360000000.0,0.63,0.97,UK
Xperi,XPER,360000000.0,8.72,4.93,USA
Adicet Bio,ACET,360000000.0,8.55,5.56,USA
Inox Wind,INOXWIND.NS,360000000.0,1.32,0.55,India
Digimarc,DMRC,360000000.0,18.27,2.93,USA
Sun Corp,6736.T,360000000.0,15.52,1.22,Japan
Hindustan Construction Company,HCC.NS,360000000.0,0.24,1.53,India
Hong Kong Ferry,0050.HK,360000000.0,1.02,1.4,Hong Kong
Tucows,TCX,360000000.0,33.75,6.33,Canada
Lexicon Pharmaceuticals,LXRX,360000000.0,1.93,7.22,USA
Aaron's,AAN,360000000.0,11.8,4.24,USA
JCI Hitachi India,JCHAC.NS,360000000.0,13.36,0.25,India
Arbutus Biopharma,ABUS,360000000.0,2.32,4.5,USA
iRadimed,IRMD,360000000.0,28.81,3.63,USA
HCI Group,HCI,360000000.0,41.22,7.06,USA
Akoya Biosciences,AKYA,360000000.0,9.5,10.47,USA
Mirza International,MIRZAINT.NS,360000000.0,2.99,1.41,India
Turning Point Brands,TPB,360000000.0,20.5,2.4,USA
Kodiak Sciences,KOD,350000000.0,6.87,5.21,USA
Automotive Axles,AUTOAXLES.NS,350000000.0,23.71,0.85,India
FutureFuel,FF,350000000.0,8.21,0.0,USA
SciPlay,SCPL,350000000.0,15.8,0.77,USA
GasLog Partners,GLOP,350000000.0,6.58,0.92,Greece
NexPoint Real Estate Finance,NREF,350000000.0,16.18,3.19,USA
Grindrod Shipping,GRIN,350000000.0,18.83,0.11,Singapore
Karyopharm Therapeutics,KPTI,350000000.0,3.15,17.98,USA
Power Mech Projects,POWERMECH.NS,350000000.0,24.23,0.17,India
Stoke Therapeutics,STOK,350000000.0,9.04,7.75,USA
McPhy Energy,MCPHY.PA,350000000.0,13.27,2.13,France
Seer,SEER,350000000.0,5.68,12.92,USA
Citizens & Northern Corp,CZNC,350000000.0,22.95,0.83,USA
Belpointe OZ,OZ,350000000.0,99.89,0.11,USA
HBL Power Systems,HBLPOWER.NS,350000000.0,1.28,2.17,India
LexinFintech Holdings,LX,350000000.0,1.92,4.35,China
Allbirds,BIRD,350000000.0,2.37,5.57,USA
New Pacific Metals,NEWP,350000000.0,2.25,9.64,Canada
Columbia Care,CCHWF,350000000.0,0.82,8.93,USA
Aviat Networks,AVNW,350000000.0,31.13,2.74,USA
Canaan,CAN,350000000.0,2.05,8.47,China
Hersha Hospitality Trust,HT,350000000.0,8.49,5.2,USA
Unisys,UIS,350000000.0,5.19,11.37,USA
Arizona Metals,AMC.V,350000000.0,2.92,3.1,Canada
Giordano,0709.HK,350000000.0,0.22,0.0,Hong Kong
Gran Tierra Energy,GTE,350000000.0,0.98,1.94,Canada
Civista Bancshares,CIVB,340000000.0,22.22,0.09,USA
ContextLogic (wish.com),WISH,340000000.0,0.47,7.89,USA
North American Construction Group,NOA,340000000.0,13.06,2.27,Canada
OraSure Technologies,OSUR,340000000.0,4.8,4.8,USA
COMPASS Pathways,CMPS,340000000.0,8.18,4.34,UK
ESS Tech,GWH,340000000.0,2.27,4.61,USA
Digital Bros,DIB.MI,340000000.0,23.97,1.58,Italy
Shore Bancshares,SHBI,340000000.0,17.48,0.75,USA
Traeger,COOK,340000000.0,2.83,11.42,USA
Sichuan Xunyou Network Technology,300467.SZ,340000000.0,1.71,1.88,China
Loop Media,LPTV,340000000.0,6.15,3.89,USA
Safe Bulkers,SB,340000000.0,2.91,3.19,Monaco
PepGen,PEPG,340000000.0,14.59,1.81,USA
ACNB Corporation,ACNB,340000000.0,40.5,1.58,USA
Stitch Fix,SFIX,340000000.0,3.11,9.51,USA
LSI Industries,LYTS,340000000.0,12.39,4.12,USA
Kaveri Seed,KSCL.NS,340000000.0,6.34,1.37,India
Organogenesis,ORGO,340000000.0,2.62,5.65,USA
Sportsman's Warehouse,SPWH,340000000.0,9.09,0.0,USA
Village Super Market,VLGEA,340000000.0,23.59,1.2,USA
Postal Realty Trust,PSTL,340000000.0,14.65,2.73,USA
Gladstone Capital,GLAD,340000000.0,9.63,1.8,USA
City Office REIT,CIO,340000000.0,8.61,4.74,Canada
Devolver Digital,DEVO.L,340000000.0,0.77,2.31,USA
Tredegar,TG,340000000.0,10.05,0.7,USA
Rimini Street,RMNI,340000000.0,3.87,3.75,USA
Build-A-Bear,BBW,340000000.0,23.08,5.77,USA
Northwest Pipe Company,NWPX,330000000.0,34.24,2.15,USA
2seventy bio,TSVT,330000000.0,8.96,4.55,USA
Corby Spirit and Wine,CSW-A.TO,330000000.0,12.14,0.37,Canada
Bushiroad,7803.T,330000000.0,5.01,0.45,Japan
Black Rifle Coffee (BRC),BRCC,330000000.0,6.21,0.65,USA
Telos,TLS,330000000.0,5.04,3.92,USA
Happinet,7552.T,330000000.0,15.35,3.01,Japan
Global Indemnity,GBLI,330000000.0,23.11,0.9,Cayman Islands
Comtech Telecommunications,CMTL,330000000.0,12.14,2.71,USA
RxSight,RXST,330000000.0,12.15,3.49,USA
Home Bancorp,HBCP,330000000.0,40.67,1.65,USA
Ooma,OOMA,330000000.0,13.58,3.35,USA
Voltamp Transformers,VOLTAMP.NS,330000000.0,33.24,2.13,India
Nilkamal,NILKAMAL.NS,330000000.0,22.5,0.86,India
Largo,LGO,330000000.0,5.24,0.57,Canada
Diana Shipping,DSX,330000000.0,3.89,2.91,Greece
First Bancorp,FNLC,330000000.0,30.28,2.44,USA
Jumia,JMIA,330000000.0,3.34,10.6,Germany
5E Advanced Materials,FEAM,330000000.0,7.6,2.43,USA
Gilat Telecom,GILT,330000000.0,5.87,5.39,Israel
fuboTV,FUBO,330000000.0,1.7,3.03,USA
Hallador Energy Company,HNRG,330000000.0,10.03,1.16,USA
Cyxtera Technologies,CYXT,330000000.0,1.84,13.58,USA
NL Industries,NL,330000000.0,6.77,4.96,USA
Vasta Platform,VSTA,330000000.0,4.0,0.0,Brazil
Despegar,DESP,320000000.0,4.98,3.32,Argentina
Amplify Energy,AMPY,320000000.0,8.55,1.06,USA
Sudarshan Chemical,SUDARSCHEM.NS,320000000.0,4.74,2.31,India
The Manitowoc Company,MTW,320000000.0,9.31,2.08,USA
Cosmo Films,COSMOFILMS.NS,320000000.0,12.01,0.0,India
Braemar Hotels & Resorts,BHR,320000000.0,4.1,4.06,USA
Inspired Entertainment,INSE,320000000.0,12.63,2.93,USA
Gold Royalty Corp,GROY,320000000.0,2.27,0.44,Canada
Pizza Pizza,PZA.TO,320000000.0,10.14,0.66,Canada
Surya Roshni,SURYAROSNI.NS,320000000.0,5.97,0.86,India
LoveSac,LOVE,320000000.0,21.37,1.96,USA
CarParts.com,PRTS,320000000.0,5.94,4.76,USA
The Pennant Group,PNTG,320000000.0,10.92,9.31,USA
Astronics Corporation,ATRO,320000000.0,10.01,4.27,USA
Gabriel India,GABRIEL.NS,320000000.0,2.24,1.7,India
Argonaut Gold,AR.TO,320000000.0,0.38,1.89,USA
Arctic Paper,ARP.ST,320000000.0,4.56,0.85,Poland
Sierra Bancorp,BSRR,320000000.0,21.3,0.14,USA
AFC Gamma,AFCG,320000000.0,15.75,2.54,USA
Summit Financial Group,SMMF,310000000.0,24.99,0.97,USA
Baozun,BZUN,310000000.0,5.14,6.86,China
11 bit studios,11B.WA,310000000.0,133.43,0.34,Poland
Northeast Bank,NBN,310000000.0,42.3,0.24,USA
Soft-World International,5478.TWO,310000000.0,2.59,1.01,Taiwan
SkyWater Technology,SKYT,310000000.0,7.26,6.14,USA
Torrid,CURV,310000000.0,3.03,9.78,USA
BioAtla,BCAB,310000000.0,8.35,1.33,USA
Transphorm,TGAN,310000000.0,5.54,5.12,USA
MeiraGTx,MGTX,310000000.0,6.47,7.3,USA
Sterling Bancorp,SBT,310000000.0,6.17,1.15,USA
Autolus Therapeutics,AUTL,310000000.0,1.81,0.56,UK
Velo3D,VLD,310000000.0,1.68,8.39,USA
NVE Corporation,NVEC,310000000.0,64.81,2.29,USA
T’way Air,091810.KS,310000000.0,1.95,4.44,S. Korea
NeoGames,NGMS,310000000.0,12.2,3.92,Israel
Cue Health,HLTH,310000000.0,2.08,20.93,USA
Northrim BanCorp,NRIM,300000000.0,54.44,0.26,USA
First Business Financial Services,FBIZ,300000000.0,36.66,1.35,USA
Marvelous,7844.T,300000000.0,5.11,0.59,Japan
Qiwi,QIWI.ME,300000000.0,4.95,5.69,Cyprus
Remedy Entertainment,REMEDY.HE,300000000.0,22.94,0.47,Finland
Alpine Immune Sciences,ALPN,300000000.0,6.7,11.48,USA
Marathon Gold,MOZ.TO,300000000.0,0.78,3.67,Canada
Codexis,CDXS,300000000.0,4.68,9.6,USA
Trean Insurance Group,TIG,300000000.0,6.0,0.33,USA
Pulmonx,LUNG,300000000.0,8.21,6.07,USA
Aadi Bioscience,AADI,300000000.0,12.58,4.57,USA
NextNav,NN,300000000.0,2.88,5.11,USA
Arlo Technologies,ARLO,300000000.0,3.46,2.26,USA
Kyokuyo,1301.T,300000000.0,28.41,0.0,Japan
Centessa Pharmaceuticals,CNTA,300000000.0,3.23,2.54,UK
Astra Microwave,ASTRAMICRO.NS,300000000.0,3.53,11.51,India
BCB Bancorp,BCBP,300000000.0,18.05,1.12,USA
Ashoka Buildcon,ASHOKA.NS,300000000.0,1.08,0.17,India
Orient Cement,ORIENTCEM.NS,300000000.0,1.49,0.0,India
Blue Bird Corporation,BLBD,300000000.0,9.49,1.96,USA
Focus Entertainment,ALFOC.PA,300000000.0,48.77,0.65,France
Siyaram Silk Mills,SIYSIL.NS,300000000.0,6.47,1.66,India
Miller Industries,MLR,300000000.0,26.59,1.37,USA
ReneSola,SOL,300000000.0,4.52,8.39,USA
Saratoga Investment,SAR,300000000.0,25.42,0.67,USA
Weave Communications,WEAV,300000000.0,4.61,5.01,USA
Shriram Pistons & Rings,SHRIPISTON.NS,300000000.0,13.72,3.3,India
I-Mab Biopharma,IMAB,300000000.0,3.63,12.73,China
eMudhra,EMUDHRA.NS,300000000.0,3.86,0.03,India
Bakhu Holdings,BKUH,300000000.0,1.0,0.0,USA
Luna Innovations,LUNA,300000000.0,9.13,3.4,USA
Quotient Technology,QUOT,300000000.0,3.11,4.36,USA
Aeroporto G. Marconi Bologna,ADB.MI,300000000.0,8.32,0.0,Italy
WhiteHorse Finance,WHF,300000000.0,12.92,2.22,USA
